species,scientificName,family,genus,decimalLatitude,decimalLongitude,stateProvince,locality,municipality,year,month,day,basisOfRecord,occurrenceStatus,taxonRank,kingdom,phylum,class,order,gbifID,license
Sabicea grisea,Sabicea grisea Cham. & Schltdl.,Rubiaceae,Sabicea,-7.275132,-39.456579,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6185331091,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Mimosa pudica,Mimosa pudica L.,Fabaceae,Mimosa,-3.572538,-38.887542,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6185332621,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Guzmania monostachia,Guzmania monostachia (L.) Rusby ex Mez,Bromeliaceae,Guzmania,-4.057495,-38.835285,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6185336783,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Sinningia nordestina,"Sinningia nordestina Chautems, Baracho & A.Siqueira Filho",Gesneriaceae,Sinningia,-4.092684,-38.90976,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6185354538,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Portulaca umbraticola,Portulaca umbraticola Kunth,Portulacaceae,Portulaca,-7.277562,-39.281557,Ceará,,,2026,3,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6185355273,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Myrcia tomentosa,Myrcia tomentosa (Aubl.) DC.,Myrtaceae,Myrcia,-7.489075,-39.233455,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185358745,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pilosocereus catingicola,Pilosocereus catingicola subsp. salvadorensis (Werderm.) Zappi,Cactaceae,Pilosocereus,-4.330533,-37.928716,Ceará,,,2026,3,10,HUMAN_OBSERVATION,PRESENT,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6185366750,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ipomoea blanchetii,Ipomoea blanchetii Choisy,Convolvulaceae,Ipomoea,-7.309362,-39.303458,Ceará,,,2026,3,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6185367534,http://creativecommons.org/licenses/by-nc/4.0/legalcode
,Varronia P.Browne,Cordiaceae,Varronia,-3.573034,-38.88713,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,GENUS,Plantae,Tracheophyta,Magnoliopsida,Boraginales,6185376684,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Clusia nemorosa,Clusia nemorosa G.Mey.,Clusiaceae,Clusia,-7.273765,-39.459631,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185377101,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora silvestris,Passiflora silvestris Vell.,Passifloraceae,Passiflora,-7.56377,-39.237281,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185378530,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Zeyheria tuberculosa,Zeyheria tuberculosa (Vell.) Bureau ex Verl.,Bignoniaceae,Zeyheria,-7.11127,-39.612926,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6185380596,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Stachytarpheta sessilis,Stachytarpheta sessilis Moldenke,Verbenaceae,Stachytarpheta,-5.410917,-38.009878,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6185389538,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Scaevola plumieri,Scaevola plumieri (L.) Vahl,Goodeniaceae,Scaevola,-4.319211,-37.936149,Ceará,,,2026,3,9,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,6185410753,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora cincinnata,Passiflora cincinnata Mast.,Passifloraceae,Passiflora,-7.278174,-39.281162,Ceará,,,2026,3,24,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185427046,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cassia ferruginea,Cassia ferruginea (Schrad.) DC.,Fabaceae,Cassia,-7.167139,-39.603771,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6185429723,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Fridericia cinerea,Fridericia cinerea (Bureau ex K.Schum.) L.G.Lohmann,Bignoniaceae,Fridericia,-7.276988,-39.281259,Ceará,,,2026,3,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6185440476,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Krameria tomentosa,Krameria tomentosa A.St.-Hil.,Krameriaceae,Krameria,-3.572548,-38.887467,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Zygophyllales,6185444479,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Anemopaegma gracile,Anemopaegma gracile Bureau & K.Schum.,Bignoniaceae,Anemopaegma,-7.166437,-39.71025,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6185456333,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Diospyros coccolobifolia,Diospyros coccolobifolia Mart. ex Miq.,Ebenaceae,Diospyros,-7.514026,-39.265556,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,6185460647,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Miconia crenata,Miconia crenata (Vahl) Michelang.,Melastomataceae,Miconia,-4.210307,-38.979322,Ceará,,,2026,3,15,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185464690,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Bixa orellana,Bixa orellana L.,Bixaceae,Bixa,-4.07621,-38.439977,Ceará,,,2026,3,1,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6185465735,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Taccarum ulei,Taccarum ulei Engl. & K.Krause,Araceae,Taccarum,-3.850913,-40.908628,Ceará,,,2026,3,21,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Alismatales,6185481377,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cnidoscolus urens,Cnidoscolus urens (L.) Arthur,Euphorbiaceae,Cnidoscolus,-2.904422,-40.889634,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185481531,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Mandevilla scabra,Mandevilla scabra (Hoffm. ex Roem. & Schult.) Schum.,Apocynaceae,Mandevilla,-7.275201,-39.456664,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6185487915,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cuphea campestris,Cuphea campestris Mart. ex Koehne,Lythraceae,Cuphea,-3.163842,-40.76821,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185491562,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Guapira opposita,Guapira opposita (Vell.) Reitz,Nyctaginaceae,Guapira,-3.570177,-38.88856,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6185492310,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Streptostachys asperifolia,Streptostachys asperifolia Desv.,Poaceae,Streptostachys,-3.574297,-38.888218,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6185493559,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Turnera subulata,Turnera subulata J.E.Sm.,Turneraceae,Turnera,-3.568789,-38.886197,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185495963,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Mandevilla scabra,Mandevilla scabra (Hoffm. ex Roem. & Schult.) Schum.,Apocynaceae,Mandevilla,-7.509244,-39.204159,Ceará,,,2026,3,21,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6185497806,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Banisteriopsis stellaris,Banisteriopsis stellaris (Griseb.) B.Gates,Malpighiaceae,Banisteriopsis,-7.216996,-39.531862,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185509691,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Hylaeanthe hexantha,Hylaeanthe hexantha (Poepp. & Endl.) A.M.E.Jonker & Jonker,Marantaceae,Hylaeanthe,-4.093255,-38.90996,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Zingiberales,6185509849,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Psidium sobralianum,Psidium sobralianum Landrum & Proença,Myrtaceae,Psidium,-7.515317,-39.26531,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185517424,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Helicteres heptandra,Helicteres heptandra L.B.Sm.,Malvaceae,Helicteres,-3.163419,-40.767775,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,6185526241,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Byrsonima gardneriana,Byrsonima gardneriana A.Juss.,Malpighiaceae,Byrsonima,-3.574415,-38.887501,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185543429,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Talisia esculenta,Talisia esculenta (A.St.-Hil.) Radlk.,Sapindaceae,Talisia,-7.188598,-39.496044,Ceará,,,2026,3,29,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Sapindales,6185543821,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Erythroxylum citrifolium,Erythroxylum citrifolium A.St.-Hil.,Erythroxylaceae,Erythroxylum,-7.269855,-39.466435,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185551330,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Crateva tapia,Crateva tapia L.,Capparaceae,Crateva,-6.376404,-39.290532,Ceará,,,2026,3,5,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Brassicales,6185552542,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Oxalis debilis,Oxalis debilis Kunth,Oxalidaceae,Oxalis,-4.209944,-38.977802,Ceará,,,2026,3,15,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,6185579454,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Nymphoides humboldtiana,Nymphoides humboldtiana (Kunth) Kuntze,Menyanthaceae,Nymphoides,-3.569087,-38.887162,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,6185581485,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Maprounea guianensis,Maprounea guianensis Aubl.,Euphorbiaceae,Maprounea,-7.515122,-39.265612,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185584413,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Evolvulus glomeratus,Evolvulus glomeratus Nees & Mart.,Convolvulaceae,Evolvulus,-7.51518,-39.266085,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6185591471,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Psidium sobralianum,Psidium sobralianum Landrum & Proença,Myrtaceae,Psidium,-7.560278,-39.245251,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185596913,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Struthanthus flexicaulis,Struthanthus flexicaulis Mart.,Loranthaceae,Struthanthus,-7.515755,-39.265227,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Santalales,6185601267,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Catopsis sessiliflora,Catopsis sessiliflora (Ruiz & Pav.) Mez,Bromeliaceae,Catopsis,-4.092552,-38.909771,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6185604229,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Scaevola plumieri,Scaevola plumieri (L.) Vahl,Goodeniaceae,Scaevola,-4.325363,-37.924754,Ceará,,,2026,3,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,6185606471,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Bauhinia monandra,Bauhinia monandra Kurz,Fabaceae,Bauhinia,-6.003119,-40.290811,Ceará,,,2026,3,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6185612023,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paspalum maritimum,Paspalum maritimum Trin.,Poaceae,Paspalum,-2.879772,-40.874341,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6185613908,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Ephedranthus pisocarpus,Ephedranthus pisocarpus R.E.Fr.,Annonaceae,Ephedranthus,-7.168722,-39.708048,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,6185617947,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Guettarda angelica,Guettarda angelica Mart. ex Müll.Arg.,Rubiaceae,Guettarda,-2.878104,-40.873032,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6185623057,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Caamembeca spectabilis,Caamembeca spectabilis (DC.) J.F.B.Pastore,Polygalaceae,Caamembeca,-7.309362,-39.303458,Ceará,,,2026,3,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,6185623523,http://creativecommons.org/licenses/by-nc/4.0/legalcode
,Goeppertia Nees,Marantaceae,Goeppertia,-4.261816,-38.933072,Ceará,,,2026,3,2,HUMAN_OBSERVATION,PRESENT,GENUS,Plantae,Tracheophyta,Liliopsida,Zingiberales,6185628155,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Croton hirtus,Croton hirtus L'Hér.,Euphorbiaceae,Croton,-3.824431,-38.642988,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185651641,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Selaginella erythropus,Selaginella erythropus (Mart.) Spring,Selaginellaceae,Selaginella,-7.2314,-39.439021,Ceará,,,2026,3,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Lycopodiopsida,Selaginellales,6185651753,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora silvestris,Passiflora silvestris Vell.,Passifloraceae,Passiflora,-7.515624,-39.266222,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185651889,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Erythroxylum barbatum,Erythroxylum barbatum O.E.Schulz,Erythroxylaceae,Erythroxylum,-7.275003,-39.456979,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185654648,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cnidoscolus vitifolius,Cnidoscolus vitifolius (Mill.) Pohl,Euphorbiaceae,Cnidoscolus,-7.513859,-39.265719,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185655852,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Evolvulus ericifolius,Evolvulus ericifolius Mart. ex Schrank,Convolvulaceae,Evolvulus,-3.161436,-40.770297,Ceará,,,2026,3,18,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Solanales,6185657418,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Drymonia serrulata,Drymonia serrulata (Jacq.) Mart.,Gesneriaceae,Drymonia,-4.093764,-38.909238,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6185661417,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora picturata,Passiflora picturata Ker Gawl.,Passifloraceae,Passiflora,-7.514083,-39.265665,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185663703,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Mandevilla scabra,Mandevilla scabra (Hoffm. ex Roem. & Schult.) Schum.,Apocynaceae,Mandevilla,-7.515188,-39.266117,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6185667490,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Roupala montana,Roupala montana Aubl.,Proteaceae,Roupala,-7.216607,-39.52767,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Proteales,6185667558,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Croton betaceus,Croton betaceus Baill.,Euphorbiaceae,Croton,-7.232139,-39.440419,Ceará,,,2026,3,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185669311,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Byrsonima gardneriana,Byrsonima gardneriana A.Juss.,Malpighiaceae,Byrsonima,-2.878369,-40.873466,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185669465,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Pontederia reflexa,Pontederia reflexa D.J.Sousa,Pontederiaceae,Pontederia,-3.569637,-38.887295,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Commelinales,6185697709,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Aegiphila verticillata,Aegiphila verticillata Vell.,Lamiaceae,Aegiphila,-7.515653,-39.265344,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,6185704901,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Paspalum maritimum,Paspalum maritimum Trin.,Poaceae,Paspalum,-2.903981,-40.889253,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6185709544,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Prosthechea aemula,Prosthechea aemula (Lindl.) W.E.Higgins,Orchidaceae,Prosthechea,-4.267312,-38.954398,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,6185722147,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Psidium salutare,Psidium salutare var. pohlianum (O.Berg) Landrum,Myrtaceae,Psidium,-7.515242,-39.265945,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185730907,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Myrcia guianensis,Myrcia guianensis (Aubl.) DC.,Myrtaceae,Myrcia,-7.515127,-39.265638,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185733516,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Cissus erosa,Cissus erosa (L.) Rich.,Vitaceae,Cissus,-3.574483,-38.888558,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Vitales,6185741770,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Phoradendron quadrangulare,Phoradendron quadrangulare (Kunth) Griseb.,Viscaceae,Phoradendron,-4.330533,-37.929101,Ceará,,,2026,3,10,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Santalales,6185752212,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Croton blanchetianus,Croton blanchetianus Baill.,Euphorbiaceae,Croton,-4.197192,-38.497292,Ceará,,,2026,3,25,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185752886,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Dalechampia pernambucensis,Dalechampia pernambucensis Baill.,Euphorbiaceae,Dalechampia,-2.904294,-40.889098,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185753826,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Passiflora cisnana,Passiflora cisnana Harms,Passifloraceae,Passiflora,-3.852603,-40.903758,Ceará,,,2026,3,19,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185754347,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Eugenia caipora,Eugenia caipora A.R.Lourenço & Costa-Lima,Myrtaceae,Eugenia,-3.574742,-38.887652,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185758978,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Dasyphyllum sprengelianum,Dasyphyllum sprengelianum (Gardner) Cabrera,Asteraceae,Dasyphyllum,-7.368611,-39.35427,Ceará,,,2026,3,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,6185759162,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Croton blanchetianus,Croton blanchetianus Baill.,Euphorbiaceae,Croton,-3.163507,-40.768447,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185762755,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Oxalis frutescens,Oxalis frutescens L.,Oxalidaceae,Oxalis,-3.894212,-38.707302,Ceará,,,2026,3,24,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,6185766352,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Margaritaria nobilis,Margaritaria nobilis L.f.,Phyllanthaceae,Margaritaria,-7.16904,-39.711238,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185769545,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Asclepias curassavica,Asclepias curassavica L.,Apocynaceae,Asclepias,-3.826888,-38.642193,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6185775826,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Dorstenia brasiliensis,Dorstenia brasiliensis Lam.,Moraceae,Dorstenia,-7.235564,-39.436773,Ceará,,,2026,3,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Rosales,6185778331,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Coccoloba latifolia,Coccoloba latifolia Poir. ex Lam.,Polygonaceae,Coccoloba,-3.574098,-38.889827,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,6185782278,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Bromelia arenaria,Bromelia arenaria Ule,Bromeliaceae,Bromelia,-7.278634,-39.281417,Ceará,,,2026,3,17,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,6185782961,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Croton tricolor,Croton tricolor Klotzsch ex Baill.,Euphorbiaceae,Croton,-7.168923,-39.70737,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185804574,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Miconia albicans,Miconia albicans (Sw.) Steud.,Melastomataceae,Miconia,-7.363504,-39.363883,Ceará,,,2026,3,22,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Myrtales,6185806253,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Croton adamantinus,Croton adamantinus Müll.Arg.,Euphorbiaceae,Croton,-7.216949,-39.531878,Ceará,,,2026,3,16,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,6185815618,http://creativecommons.org/licenses/by-nc/4.0/legalcode
Chiococca alba,Chiococca alba (L.) Hitchc.,Rubiaceae,Chiococca,-2.879772,-40.874341,Ceará,,,2026,3,20,HUMAN_OBSERVATION,PRESENT,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,6185817830,http://creativecommons.org/licenses/by-nc/4.0/legalcode
